,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
0,11.1955763463,9.9963206005,9.88027333149,10.4887262905,7.33564493531,9.4870995283,10.6138927264,9.67808330201,9.52005679499,11.3970129612,10.9785769667,9.37795186123,10.3765210545,13.5946527768,9.22917334797,11.0702356915,9.23181780223,8.12202997805,9.1254830906,10.3465547128,11.6773471903,13.281295684,9.99382142097,8.14894003748,8.29299130363,9.48147728666,9.23706169054,11.3378872568,10.7817261391,9.71252870842,10.9886882363,8.83162045261,9.63819924912,9.21352431289,10.0068244611,10.6185453534,11.5538032692,9.67732446112,10.2745700852,9.85262446112,9.08030311003,7.5677505041,9.9956365607,10.6731804089,10.2812551151,12.0704761349,11.2419387981,10.5480244611,9.32152260826,7.75066352112,9.12438270986,10.0224388079,10.5537519466,9.57982345037,10.1551945083,10.20936819,10.1509541667,7.84332155765,6.20367541709,11.1084947095,9.10496368747,12.4736049682,11.6318556989,12.0038413488,7.81984651616,9.9801700373,11.2096739579,9.66899068383,12.0777711312,9.51786696188,10.9712676192,8.03586956178,11.2730749487,8.97210928499,6.64661496529,13.6927166339,10.7239920791,10.7418032993,10.2597946975,9.19215699875,12.1346861151,9.08980493325,9.90371936312,10.1841394113,10.255930019,11.7198729356,9.76652917357,10.3699990655,10.7528730089,9.5877520115,11.6199031137,8.20718993133,12.4529122067,10.3871444508,9.79540421192,8.77082898729,11.1945856887,11.4330878481,10.653643775,9.41953984373,10.5459543734,11.4540345033,10.800389522,6.80585918064,11.4657295991,8.8668958144,9.25971377197,11.9769562443,9.73513337134,9.9714555934,7.6055367178,8.55260996724,7.73117145024,11.3778781105,7.65089716994,9.75471325633,9.97379881543,10.3689484785,8.55778588488,9.74676274622,8.67357340768,9.85810591147,10.2635415729,10.3173188222,10.4432832814,11.2792002139,10.117535217,10.2890660633,9.39648615622,8.55746364855,9.97408933049,9.74889944095,14.4973897191,10.0776163914,10.0702486983,10.7637313457,9.30942776998,10.1494063145,8.66728955411,10.8315620304,11.6001652991,12.2736267837,9.32157237699,8.97114791765,8.64323129359,10.0104736514,9.9542621201,9.79792745251,9.32738686215,11.2117811387,9.90796318706,10.2271949902,9.10993698478,,9.82760672962,8.28829173458,10.1916514976,11.3020913895,,,,,10.6705134804,8.48090619645,15.4670691357,9.89491171742
1,8.4558152791,8.47536819896,8.98142076877,10.0430183628,6.33594325801,8.80708260407,9.94589337929,7.86504753073,8.38356911011,10.710260378,11.2754819309,6.89605473327,9.79040320798,9.78230527658,8.81745651524,10.0731606482,7.60288015804,7.44916813914,7.76496840238,9.49028029755,9.80325349524,8.21425100164,10.0677017926,10.6551633167,7.17015656037,8.32897507726,8.92533202359,9.41913418495,10.1590141061,8.62807188726,9.40074931276,9.4356837591,7.85188430166,6.6842402982,9.39628260407,10.012224408,9.45534283061,9.13991549178,9.76724614566,9.24208260407,8.06128260407,8.48157368911,9.3989332996,9.06112420569,9.8608182231,9.95200632855,9.94035207,9.93748260407,10.463342408,10.0760153181,8.7985166064,9.30814408409,10.6781854024,10.2679200861,9.57083643656,9.63832351949,11.2789773622,10.3123892661,5.89296223789,11.1689023997,9.23369974048,10.2521454073,10.1860443617,11.0317588466,9.53421626596,8.45485818037,9.46535812746,9.71721171351,8.58983101654,10.7873579759,8.05327720486,9.91975051937,9.86828305456,9.94354878175,8.99012027611,9.23295745608,10.1718115541,10.6871444719,10.5748059158,7.95908669436,10.5464248822,10.6955089733,11.4196339111,9.89503021581,7.72257403154,10.4126241279,10.0232042228,10.5825967936,11.5698412395,9.87767310538,9.65150732542,11.1431122511,9.02959248528,10.0173094991,9.35435973776,9.97452191283,10.1271445306,9.67609572009,7.85373885959,9.77654885579,10.7261032959,11.6692675476,10.3052135368,9.97048066431,11.3704951433,10.601728164,9.54109878179,9.81376522289,10.7290803916,10.3129309835,8.28042837633,10.6328993838,5.8781138459,11.6458696736,9.26996092858,8.44363338594,10.7873246554,11.4559149902,8.65423151306,11.3716580953,8.91628602311,6.68531861457,8.32837808885,9.95333706796,9.76487373623,7.89655795775,9.31271653812,8.56070753849,9.11380000123,8.00593759837,9.80526659564,8.85588899256,8.83436099641,11.5340839574,9.01561494683,8.94761846837,9.41438940826,8.99602559161,8.14364422986,8.88276663399,10.213621032,9.75979413548,8.8765643849,9.02756227335,8.40715326022,9.09202526248,10.2458086658,10.1638319895,10.0118732049,9.58903616465,8.70914753307,6.85600849648,9.50602970274,,7.50989212135,9.54090560728,9.54922025509,10.9436827948,9.81001172543,9.04321724028,10.564525151,9.51832548687,,,,
2,9.7899118308,10.4915091565,11.6506335911,10.6294666476,9.66732324204,9.93246409215,15.1906135666,9.14736330451,10.147329385,10.8422754575,10.6573611558,9.83608120944,9.88861845489,9.81801636924,8.47357178599,10.6129554229,7.10885471101,7.27614122915,7.0266391578,10.0073345679,10.1645514291,7.62492025209,10.2830027591,8.25904594115,7.5580091578,7.85368530093,8.22455633836,9.69087850386,10.6807785039,8.62877850386,9.57977073555,8.45657547306,7.60677071481,7.07488372807,9.92210810605,10.6858199339,9.8147091578,9.59140609805,10.1741364669,9.7666281999,8.91097434108,9.53674965169,9.9052091578,7.91257850386,10.1946091578,9.75217850386,10.1623498106,10.5318844108,10.0286366317,10.6721200378,9.95243068834,10.314931454,10.8917621212,9.01895310019,10.417851056,10.3149633354,10.23230196,10.2693411118,9.19298800167,9.69277286498,10.1610380434,10.3179227608,10.721170284,9.35337286498,8.0049572457,8.35986614301,10.3550539138,9.82003691984,11.0873603478,10.6726609063,7.91218546637,9.53055281285,10.5592639592,8.86522596936,9.44086377426,9.25353905193,10.8915682555,10.9615518201,11.6740966563,10.8661970903,11.0660702485,10.4684283228,10.9751446582,8.27000150778,9.16627193306,9.95190550814,10.5145676039,10.4557649029,10.2757252307,7.50168617395,10.0568570796,7.57779243272,9.9341596198,10.8688102347,9.10702878238,10.9790502913,8.53016014026,10.2259476676,8.17342962198,10.2561154251,11.0371048079,10.3765698644,10.735935679,9.88363111048,10.6991765249,7.88573114937,8.28311255749,10.0840897448,10.4708796059,10.3387542413,8.18775771398,9.42187273211,5.58551769432,9.96850640668,9.31469588071,9.59630967519,10.2374042468,10.4424022367,11.2042224685,11.5424332646,10.6212417492,7.33674922493,10.9192644689,10.236818379,10.6978522316,8.48416055898,10.9960064824,10.5434331079,15.3118311013,9.11846610663,9.89573744756,6.68566276718,9.65269811055,9.91813369035,11.0822076069,10.4978632697,10.208560556,10.6292669187,10.5637932498,11.7221661458,10.121006064,9.90127044128,9.23136359686,9.24450480661,8.42412396301,11.3334104968,12.1272073228,11.0118958664,9.35776468207,10.1505318004,8.85719900327,9.24958567184,8.80091974178,11.0960652363,10.8846666255,10.2867915528,10.490951926,10.236334232,,,,,13.0074806734,9.91460834141,11.5848159207,9.99864873913
3,11.5929361099,10.4986056433,10.2301745958,10.4010518221,11.6850479624,10.2736636832,10.4365439409,11.6514127906,10.323053756,12.4329047314,12.3675480437,13.0165446506,10.8776578443,9.93868774255,10.6469841459,10.1450333072,8.90827394507,5.82427449585,11.4150455997,12.2867810538,10.6367696266,8.46156621713,9.66665445998,11.5575696891,12.4627235779,12.666097709,10.4714212675,11.3762434254,10.8184834083,11.7063418583,11.5560368626,12.7466557897,10.0009622236,10.2779436491,9.87561060594,10.8102966884,11.0731063162,9.25907050447,12.040210717,11.8039372455,10.8835194692,11.2375019255,12.8902839,13.0941046899,12.5913301249,13.5147511985,9.83014833897,11.5940394372,10.1556625482,10.7800221653,12.4476187641,11.2793215116,12.7807598779,10.4260746742,9.07805111394,10.4455578163,9.79508589412,10.178275306,5.50785313792,9.83037712325,9.87883212504,10.4691146006,10.6069669479,9.02176486559,9.64131277076,10.0692057977,12.7292609748,9.90101369999,10.5746795131,9.16012185964,13.1512794778,9.6021009081,10.1154793928,11.2872020651,9.34713382323,8.50275341165,10.4280244941,11.4260378795,9.90334015168,11.104332943,10.3416463864,8.72062328429,7.38861150376,8.96575680681,10.1445680394,9.85242617963,10.9965230499,7.29176159285,10.3800586949,9.5908996328,9.60798204274,7.41663617738,10.9872368408,10.8580506768,8.97741583388,10.1528160466,7.90949307475,7.95658504403,7.11789915424,9.89999693582,9.6780567547,10.9816695086,10.3945653292,8.91405384677,10.5554527442,9.69131309246,9.14175030784,10.2415158574,11.9794566107,8.77559780652,10.2837335109,10.8498973278,2.93233648155,10.2895157392,9.18448348174,9.57106640389,7.09746334115,9.9632268978,7.92474351591,9.25514440758,9.93275405592,9.59714675352,9.69932351968,10.2687315478,10.2174521246,9.08293701962,9.49451768503,7.65814069046,9.55973941867,11.0044233217,11.6748964728,11.1806335529,9.09409977883,9.41419871739,10.6422387471,11.4411500144,9.09961404588,9.34982785906,11.1480041059,11.7533799047,11.3770230182,9.16268995858,9.19578132878,9.41724316964,10.4397600476,7.56792487748,9.51296991881,11.8509343553,9.51086088238,9.77351768503,10.5293023728,9.72232399176,8.93962516208,9.63865759772,8.58254532544,11.0873463288,9.86221253143,9.51981768503,9.32902424643,10.2229397263,9.54999660158,11.053838595,,,,
4,9.40294006007,8.84775961001,10.2732993262,10.4741378095,8.72088904703,10.3364472942,10.1824075947,10.2383892717,11.0065732305,10.2304149462,10.6690028085,8.48495455492,9.78071289528,10.5031643459,10.043216967,10.7005931827,10.272025231,8.179228275,9.32623441946,11.040315873,10.0885029873,9.7230435035,10.1062957451,11.7077747252,10.680087139,10.7983095339,8.50352170248,9.42779251717,10.5693983505,9.59526620971,9.85539357137,10.8405266474,10.1098804506,9.2345823233,12.0462411788,10.7125042759,11.4177054788,10.7620987132,10.0867972694,12.2176922792,11.3541430939,9.72148810262,9.57406342216,8.25667682971,14.5571500656,12.5688521833,9.84142751153,10.144199701,9.036332981,11.9402379961,10.5072991107,9.84960994083,11.3513862446,10.9803022928,10.4319568056,9.81448511223,10.0999262892,11.3064946493,11.3018915288,10.0317029117,8.68272479243,9.27456635366,10.9341340081,9.78733192454,9.87708837336,10.684875969,13.1870623683,10.8849460945,10.7093753055,11.847014605,9.68462560025,10.988428036,10.1379419064,11.0717382904,11.9982795793,8.8039076672,10.5700349901,10.4462475027,11.228383097,9.24334764259,12.5953382652,11.0004941073,11.4680942963,11.6845447361,9.89749244126,10.8026928921,10.4486034541,10.0488418197,10.5404620656,12.2429196944,10.5558102634,8.46148441194,10.6364097918,9.67162470379,12.1486460644,9.93661907463,9.91643918521,9.15553013205,11.9148754183,10.9698689956,10.6570365278,10.2174847892,10.5329702224,10.6485319734,11.083378856,9.47024215446,10.3940100397,10.0865628995,11.0837517113,10.7229306261,9.29201787434,9.37887904196,12.0026461601,9.76266946106,12.4528826711,10.2215564433,11.6767097273,10.4921137918,10.0289494865,10.2472959076,14.1516608326,11.5817104029,9.75025129887,10.55546034,9.9849311438,13.6911709405,10.1137365137,11.2746611701,9.26485568783,10.4789431111,9.80237757047,10.7567249174,9.84255041941,10.1270307431,9.38146608943,9.34228831588,10.4431392295,11.4021352835,9.10557044881,9.1093071376,10.1884381061,9.16264978172,10.9697312846,11.3110609771,9.50044108268,8.83627414,10.0989496759,9.35377750816,10.4828919102,10.4207923982,7.68623527945,10.0157670027,11.0944583265,10.9892158343,9.6536941136,11.2280088265,11.1137338212,10.8777306838,11.8924506394,10.4856364007,9.78520439595,13.0271138874,13.7376029352,10.7561382608,11.7373751373,
5,10.0938413459,10.367832879,9.41164834594,10.3432561631,9.850232731,10.4435343155,10.7797173463,7.88694941093,9.10312247358,10.5756219398,10.8507082343,8.98439935393,10.3545776278,10.5303058547,9.15763427532,11.08786903,7.88250614414,6.89329362819,8.90643328887,10.0935167941,10.7096495452,8.3411478671,10.4729504721,9.647518471,8.26856301441,8.44306680495,8.55400716093,9.97874211848,10.8043340925,8.84445345502,9.98096487139,8.71173117354,8.75830458789,8.54736777468,10.7609169829,10.6364613811,10.0949350164,10.5314084709,10.4148569382,10.1247139147,9.71446119523,8.91392416946,10.3541861839,8.42062768977,11.4931570835,10.5027276516,10.4316341338,12.56336418,9.95037878076,8.63618555319,9.21988753729,10.0961776578,10.5909761271,8.32499729813,11.2363370645,12.0341606693,10.7249327449,11.7596677425,11.2436537034,9.99828323192,10.9089766668,10.1502666986,10.395185052,9.47692845362,9.30391686763,10.6981942831,10.0345617178,11.9188545116,10.142973315,9.65833024903,8.41845211212,10.4430651818,12.2709004544,8.98128594107,10.2714822821,8.98616878721,10.9861989351,11.2099630768,10.4320862587,9.59042530464,9.91060624359,10.6813310664,8.11771171486,8.73961695723,10.2995555988,,9.88799066985,10.9066763323,10.3422382875,10.4277210195,11.1020574407,9.91649547082,9.46371675715,10.6765465119,9.10607540227,9.68240066036,10.3554018552,10.5196371643,9.71563595463,10.9202251202,9.47287597796,10.3636187245,10.8984228774,10.9901879286,11.0174263606,9.38817192839,9.7664781956,11.3874691943,10.4399215831,11.1226481512,10.5385376091,9.94181763336,7.21411362866,10.975536912,8.93008456985,10.0946081759,9.69203626742,10.6890298081,8.54184187547,10.1487774698,8.73239103984,10.6377727554,9.91191418016,10.9298034746,11.1051111231,9.28699285197,9.95387038513,8.20225997595,8.90986120312,9.66324614497,11.1784508811,9.59057385759,9.44975354661,9.70502482437,11.27240746,10.1711020196,9.43898108588,9.43244713092,11.3812225281,11.1818000794,10.5371828941,10.1930215495,9.35491918549,8.98486643242,9.20264116029,8.81385104721,11.632462244,11.6666622996,9.38616612701,,8.95355306862,7.38233771694,9.7420975534,10.2885214873,,11.1786473204,9.01168525705,,,,,,,,,
6,10.9385310938,9.01112425415,6.74508965859,10.4009923243,8.3689897864,9.51679798557,10.1024841385,8.31220508639,9.4409738085,10.0877961514,10.8143421087,8.39970371149,12.0533048404,10.92970194,10.1486259688,10.5162134619,8.73840858951,8.11382609007,8.71098246825,11.0851558776,10.7905817227,9.13587580705,10.7260390912,8.54636997849,10.8781742329,8.81824891201,12.6370239527,10.0501717708,10.4779240151,9.6923805002,9.84891134878,7.66927796989,9.53634994598,9.21757999728,10.5826378326,10.317385012,11.1054015844,9.59229295316,9.98485384276,12.0809382051,11.1355065478,8.10511885822,9.60161567477,8.54456758488,10.6963327921,10.3334095446,9.7035057374,10.4806415067,10.3367065801,10.621800541,10.8191808402,10.6528991184,11.630175739,9.19897812716,9.66611514631,9.3310620228,9.67610920336,10.2640899737,9.87239691679,9.22680808759,10.2383525132,9.66404470629,9.79640614967,8.88740808759,12.9259573061,10.8195176,9.52053220879,9.52268471842,10.2792803713,9.0250620228,9.35892324349,12.4959851117,12.4100402005,10.2480599448,8.03094715583,8.3824620228,10.2491471158,10.3890591618,9.78597235864,9.24294568036,9.49604129995,9.39915844205,9.83587063666,8.75744504323,10.0623526385,9.66867344109,9.44766274289,12.119987561,11.5881092756,15.3900329497,11.6495885269,12.6740880238,8.66182117199,11.7379604834,9.11553448062,,,11.6783810999,10.5627359558,11.2408871683,10.3269981311,10.5345799334,10.2450294734,10.8451411709,9.71780683738,8.32023380325,12.5166048898,11.2511260861,12.7678025976,12.7666285564,13.8968530365,13.5697319727,10.1413843435,13.8592586986,11.357134357,10.9587216904,11.7287867429,9.90573633536,10.7627031663,9.53126756533,12.1478268229,10.3547433553,7.93892368751,9.79247899238,10.3455187178,,9.47773134369,9.35162431776,,8.19290065758,,8.37050240372,9.13031859289,,,,,,8.18150162164,11.0241918478,,9.98533101744,,,,7.75436592145,10.4479804814,,9.15617421563,,,,,11.290935442,,9.95371014943,,10.10084023,,,,,,,,
7,8.84157423874,8.32702941037,6.85642326265,8.50345382657,7.14862606829,9.20608303638,10.4121869506,7.42139315297,8.78425077472,10.2753964515,10.3512263774,8.24313300771,9.82728136795,9.62589801668,8.93738871517,10.3080114704,5.48315301205,6.05486319044,6.85885637738,10.3239725144,9.98510250839,7.29287854497,9.27739754914,9.60168418234,11.25258883,11.4500857442,13.0602756094,12.6260865621,10.5175289556,10.5514857876,10.8821974424,10.7586210334,10.5578024692,10.8853894841,11.3250586954,10.8509990946,9.65325328855,9.69141981818,10.0098253839,11.098066906,11.4099733785,10.3048500825,10.4714089165,10.6782096804,10.0268263774,10.0232806746,10.3316781958,10.3950395136,10.3125836714,10.6939475367,11.3653080701,10.3828585406,10.9469298706,8.71503892428,8.08252644714,9.58168737217,9.92673455273,10.4117967235,10.5146405536,10.9888310744,10.7551747298,9.55407087328,10.2206027334,9.92418342065,14.1716298373,8.57291520525,9.85577507481,9.42925093767,9.4553159111,14.4031493029,9.04402985786,14.2346853075,10.1577724652,10.0692801797,9.58678280862,9.06701901523,10.4997724652,10.7455487124,11.1918529472,8.1806507385,10.3806017445,10.8006486369,9.70136607142,9.81014027207,8.40184204068,8.75461981618,8.0586583355,10.9412799446,9.86404043792,15.5111521598,11.8006748398,10.2004202624,10.0674230475,10.8786105136,8.76422538422,9.0586872855,8.17561615551,7.48490236818,8.48291170442,10.3335147618,8.47468908191,13.3742953042,10.7927094023,10.0357591672,9.91236969097,8.25799144014,8.71671177123,8.11799652437,11.0758848813,10.0090683378,8.95251703832,9.15149154257,7.25896934309,12.9234240607,8.83022778922,8.47470506715,8.44360987205,10.5295417157,8.6704759615,10.7232002655,16.979470294,10.0919973045,9.99842872434,10.0709754039,10.0994798631,,9.66201910418,9.26609319569,,10.9911578636,,8.15518914455,9.36352040107,,,,,,9.85126085575,9.24658252811,,9.53503815167,,,,9.81086075033,9.31977424727,,9.13663754511,,,,,9.82736841407,,10.8870915302,,9.71599964773,,,,,,,,
8,11.3563323373,8.96832767649,9.312766595,9.64327574165,8.56706299446,9.79363386124,10.5099030824,7.93752489698,9.43127087882,10.6979367781,10.9183016351,8.78646129775,10.7157736888,10.4087510511,7.60375885154,11.0720592695,6.98638206531,7.07484629111,10.476269755,10.6577490882,10.9026051286,8.46659361591,9.60041933886,10.6994235077,10.6222718935,10.5547368929,8.22026371085,10.4214519588,10.8121568564,10.7953800043,10.246916635,9.4017415687,9.15949536377,10.4742705325,10.1733660427,10.9737181437,9.85435853751,10.4321566115,10.2431955348,10.7340626771,9.85708846086,7.8419400691,9.8840347466,9.64379667243,11.8492174283,10.5736205096,10.1193986674,10.7683897734,11.470564314,10.5889758515,9.83043249103,9.88240999616,12.1863893895,7.7020136,9.73559851473,9.69066179414,10.6686320529,10.3873991301,8.02575414971,9.64947857149,10.4755148104,11.922521872,10.549430237,10.9817625577,7.58820280317,10.8286445099,9.93419857256,11.59208806,10.7064642029,9.38466179414,8.81264445347,9.72896103955,10.2667468871,11.5122815668,9.28458208591,9.41095775283,10.8202619774,10.6239066913,11.3891101665,9.09422623965,11.4677286954,11.1891997564,7.38022463497,9.57375166131,9.87559435402,8.7269158583,11.7178771745,9.55145088652,10.1519048771,6.90375063808,11.722448285,9.45295259918,9.14313846304,9.95151493995,9.62635833151,10.5740178208,8.79755836719,6.36527383424,7.09508552204,9.23138525158,9.62937115866,10.5865146233,10.7329628112,9.30856137194,11.5655906947,,9.27654073435,10.4396128393,10.4588303126,10.5013877437,9.68382820194,10.2554739134,6.28071634656,11.2383128798,9.12954429031,9.58428769128,7.96473533077,,8.2208272569,8.7647304868,8.70808215137,7.89064738822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9002543138,10.1896595691,9.85216277308,11.0602505992,13.3626579715,14.0966951538,11.5588624319,7.79005760304
9,10.7388297426,10.7654383145,10.8895280997,10.6348338614,12.0248768765,10.8468851266,10.8437511206,9.13073212057,9.96771218594,11.0051222158,11.0618601149,10.9184099493,11.8209481912,10.6498534617,11.1516715289,11.2543795734,10.0242242771,13.4783303111,11.9535368045,12.1215881044,10.4992222553,11.1561653604,13.2035743174,13.7992050971,10.8546552354,10.6614115752,13.2611311051,10.6162208606,10.9633471113,11.1363598673,10.651969289,11.5262575266,10.656471615,10.4074793405,12.7957995838,11.2856148238,11.5640455389,11.2319267632,10.6885816644,11.8727404649,10.0434775934,11.3902259749,11.1330411818,10.3901665849,13.8036993516,12.1993437231,10.4374869665,11.007884323,10.576297403,11.0359756311,10.3598118544,12.0035378335,10.7473779513,8.65372530423,10.9803942147,10.7327792901,11.2846120884,10.9848539143,8.91677330538,12.0538029037,11.8039249308,10.5273918137,10.5035815292,11.7598603656,11.3432417849,11.829914238,12.702964977,9.92459947758,10.7350866625,9.74028047784,10.8016082949,11.593964892,10.5763728583,10.7897437969,,9.97606032615,11.1353365043,,10.5304170082,12.2619226326,11.0280653325,11.2546715239,11.1472261508,9.81687502585,11.2341153879,11.3145008525,11.6072644788,11.7496851896,11.2389128185,13.7007551822,11.4277656817,10.8464863908,11.4460804639,11.1506557311,11.0057879262,10.7724463487,9.69083091593,12.9800305424,8.45229777426,10.1540829644,10.4431995734,10.6210839502,11.1002418509,9.99488402712,10.2143349493,10.3786122146,9.59592455402,10.5533466226,8.77568433408,10.1054149801,9.49567771592,9.06848159753,8.96598715241,11.3888808285,10.5351826832,11.5255115315,8.84295296892,10.5174877653,8.7480207306,9.42047104387,12.0814576998,10.4159224964,10.8462425585,10.8934807171,11.4965380421,9.28912058981,11.4418993534,10.6895028885,8.83040758271,8.89496997395,10.1533308463,9.28895850444,11.3252242698,13.1425845373,10.3765197173,11.2222362369,9.91027402957,9.20539970437,9.32110281216,10.1400659045,10.2989116457,10.388507919,9.50673882407,9.48176695165,10.2998487801,10.116222735,10.250388017,10.6071940011,8.17753767599,11.3783222766,9.2442796364,9.93680114313,12.7910994933,10.7760278486,11.7329630232,,10.1313104199,11.1435801573,10.583899056,11.3493026355,10.5678912826,10.3391339597,,,,
